Job_ID,Job_Title,Job_Description,Skills,Experience_Level,Location,Salary_INR,Posting_Date
JOB-03934,Data Scientist,"We are looking for a skilled Data Scientist to join our team. The ideal candidate should have experience with Deep Learning, Jupyter, Data Visualization, PyTorch, Machine Learning, TensorFlow, Python, NLP. You will be responsible for analyzing large datasets and creating data pipelines.","Deep Learning, Jupyter, Data Visualization, PyTorch, Machine Learning, TensorFlow, Python, NLP",Junior (1-3 yrs),Singapore,966000.0,2018-11-21
JOB-03935,Full Stack Developer,"Join our growing team as a Full Stack Developer. Required skills: Git, JavaScript, MongoDB, REST API. This role involves frontend UI development and database management and collaborating with cross-functional teams.","Git, JavaScript, MongoDB, REST API",Mid (3-5 yrs),Kolkata,854000.0,2022-12-17
JOB-03936,Machine Learning Engineer,"We are looking for a skilled Machine Learning Engineer to join our team. The ideal candidate should have experience with Computer Vision, Deep Learning, Machine Learning, NLP. You will be responsible for building ML pipelines and deploying ML models to production.","Computer Vision, Deep Learning, Machine Learning, NLP",Fresher (0-1 yrs),Delhi NCR,516000.0,2021-08-17
JOB-03937,AI Engineer,"Exciting opportunity for a AI Engineer! Must be proficient in PyTorch, Docker, Transformers, Deep Learning. Key responsibilities include developing AI solutions and training deep learning models.","PyTorch, Docker, Transformers, Deep Learning",Junior (1-3 yrs),Mumbai,924000.0,2019-02-10
JOB-03938,Data Scientist,"Hiring a Data Scientist with strong expertise in Jupyter, Statistics, Data Visualization, NLP, Scikit-learn. You will analyzing large datasets and building predictive models and drive innovation in our technology stack.","Jupyter, Statistics, Data Visualization, NLP, Scikit-learn",Principal (12+ yrs),Mumbai,5484000.0,2024-11-17
JOB-03939,AI Engineer,"Hiring a AI Engineer with strong expertise in Deep Learning, PyTorch, LangChain, NLP, Computer Vision. You will training deep learning models and integrating AI into products and drive innovation in our technology stack.","Deep Learning, PyTorch, LangChain, NLP, Computer Vision",Lead (8-12 yrs),Austin,3263000.0,2024-02-05
JOB-03940,Machine Learning Engineer,"Join our growing team as a Machine Learning Engineer. Required skills: Kubernetes, Deep Learning, Machine Learning. This role involves optimizing model performance and feature engineering and collaborating with cross-functional teams.",,Senior (5-8 yrs),Jaipur,,2024-05-17
JOB-03941,Full Stack Developer,"We need an experienced Full Stack Developer who can work with REST API, TypeScript, JavaScript, SQL, Vue.js, HTML, React. The role focuses on frontend UI development and building web applications and delivering high-quality solutions.","REST API, TypeScript, JavaScript, SQL, Vue.js, HTML, React",Mid (3-5 yrs),Pune,845000.0,2023-03-27
JOB-03942,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Tableau, Python, Excel, Data Visualization, Power BI, Google Analytics. You will be responsible for data quality assurance and generating reports.","Tableau, Python, Excel, Data Visualization, Power BI, Google Analytics",Principal (12+ yrs),Singapore,4942000.0,2024-11-21
JOB-03943,Data Scientist,"Hiring a Data Scientist with strong expertise in PyTorch, TensorFlow, NLP, Python, Scikit-learn, Jupyter. You will building predictive models and presenting insights to stakeholders and drive innovation in our technology stack.","PyTorch, TensorFlow, NLP, Python, Scikit-learn, Jupyter",Mid (3-5 yrs),Bangalore,1580000.0,2021-06-08
JOB-03944,Site Reliability Engineer,"We are looking for a skilled Site Reliability Engineer to join our team. The ideal candidate should have experience with Grafana, Incident Management, Monitoring, AWS. You will be responsible for performance optimization and ensuring system reliability.","Grafana, Incident Management, Monitoring, AWS",Mid (3-5 yrs),Mumbai,1502000.0,2023-10-11
JOB-03945,Data Engineer,"We need an experienced Data Engineer who can work with Apache Spark, Docker, SQL, Data Warehousing, Airflow, ETL, Snowflake, AWS. The role focuses on data warehousing and building data pipelines and delivering high-quality solutions.","Apache Spark, Docker, SQL, Data Warehousing, Airflow, ETL, Snowflake, AWS",Mid (3-5 yrs),Jaipur,1341000.0,2025-01-01
JOB-03946,Site Reliability Engineer,"Hiring a Site Reliability Engineer with strong expertise in Bash, Docker, Prometheus, Terraform, Incident Management, Linux. You will incident management and ensuring system reliability and drive innovation in our technology stack.","Bash, Docker, Prometheus, Terraform, Incident Management, Linux",Principal (12+ yrs),Bangalore,3599000.0,2022-08-02
JOB-03947,Business Intelligence Analyst,"Join our growing team as a Business Intelligence Analyst. Required skills: Python, Data Warehousing, Tableau, Data Visualization, SQL. This role involves report automation and building BI dashboards and collaborating with cross-functional teams.","Python, Data Warehousing, Tableau, Data Visualization, SQL",Junior (1-3 yrs),Kolkata,784000.0,2025-06-16
JOB-03948,Business Intelligence Analyst,"Join our growing team as a Business Intelligence Analyst. Required skills: Excel, Data Warehousing, SQL, ETL, DAX, Tableau. This role involves report automation and business requirements analysis and collaborating with cross-functional teams.","Excel, Data Warehousing, SQL, ETL, DAX, Tableau",Principal (12+ yrs),Kolkata,3557000.0,2021-10-26
JOB-03949,Machine Learning Engineer,"We are looking for a skilled Machine Learning Engineer to join our team. The ideal candidate should have experience with Python, Computer Vision, Machine Learning, TensorFlow, PyTorch, Deep Learning, Docker, MLOps. You will be responsible for deploying ML models to production and feature engineering.","Python, Computer Vision, Machine Learning, TensorFlow, PyTorch, Deep Learning, Docker, MLOps",Mid (3-5 yrs),Berlin,1218000.0,2020-12-27
JOB-03950,Blockchain Developer,"We need an experienced Blockchain Developer who can work with DeFi, Python, Ethereum. The role focuses on blockchain architecture and security auditing and delivering high-quality solutions.","DeFi, Python, Ethereum",Junior (1-3 yrs),Jaipur,529000.0,2018-10-03
JOB-03951,Business Intelligence Analyst,"Join our growing team as a Business Intelligence Analyst. Required skills: Statistics, Data Visualization, Python, Tableau. This role involves business requirements analysis and data modeling and collaborating with cross-functional teams.","Statistics, Data Visualization, Python, Tableau",Senior (5-8 yrs),Pune,2002000.0,2021-05-28
JOB-03952,Data Analyst,"We need an experienced Data Analyst who can work with Tableau, Pandas, Google Analytics. The role focuses on data quality assurance and generating reports and delivering high-quality solutions.","Tableau, Pandas, Google Analytics",Principal (12+ yrs),San Francisco,5447000.0,2021-08-25
JOB-03953,Data Scientist,"Exciting opportunity for a Data Scientist! Must be proficient in Scikit-learn, Pandas, Jupyter, NumPy, Machine Learning, Statistics, PyTorch, Deep Learning. Key responsibilities include presenting insights to stakeholders and analyzing large datasets.","Scikit-learn, Pandas, Jupyter, NumPy, Machine Learning, Statistics, PyTorch, Deep Learning",Principal (12+ yrs),Kochi,5176000.0,2020-02-10
JOB-03954,Machine Learning Engineer,"Hiring a Machine Learning Engineer with strong expertise in Python, PyTorch, Docker. You will feature engineering and optimizing model performance and drive innovation in our technology stack.","Python, PyTorch, Docker",Principal (12+ yrs),Delhi NCR,4387000.0,2024-09-20
JOB-03955,Machine Learning Engineer,"Hiring a Machine Learning Engineer with strong expertise in MLOps, Computer Vision, PyTorch, TensorFlow. You will building ML pipelines and optimizing model performance and drive innovation in our technology stack.","MLOps, Computer Vision, PyTorch, TensorFlow",Lead (8-12 yrs),Austin,3511000.0,2023-06-07
JOB-03956,AI Engineer,"Join our growing team as a AI Engineer. Required skills: MLOps, Machine Learning, Docker, LangChain, NLP, OpenAI, TensorFlow. This role involves training deep learning models and integrating AI into products and collaborating with cross-functional teams.","MLOps, Machine Learning, Docker, LangChain, NLP, OpenAI, TensorFlow",Mid (3-5 yrs),Delhi NCR,1065000.0,2022-03-12
JOB-03957,Data Analyst,"Join our growing team as a Data Analyst. Required skills: Google Analytics, Excel, Python, R, Statistics, Power BI, Pandas. This role involves generating reports and data quality assurance and collaborating with cross-functional teams.","Google Analytics, Excel, Python, R, Statistics, Power BI, Pandas",Principal (12+ yrs),Hyderabad,5486000.0,2020-08-04
JOB-03958,Full Stack Developer,"We are looking for a skilled Full Stack Developer to join our team. The ideal candidate should have experience with Docker, Node.js, Vue.js, Git, JavaScript. You will be responsible for database management and frontend UI development.","Docker, Node.js, Vue.js, Git, JavaScript",Fresher (0-1 yrs),Toronto,336000.0,2018-10-10
JOB-03959,Software Engineer,"Hiring a Software Engineer with strong expertise in Git, Python, Algorithms, Java, Docker, Linux, REST API. You will writing clean code and technical documentation and drive innovation in our technology stack.","Git, Python, Algorithms, Java, Docker, Linux, REST API",Junior (1-3 yrs),Seattle,944000.0,2022-11-26
JOB-03960,Site Reliability Engineer,"We are looking for a skilled Site Reliability Engineer to join our team. The ideal candidate should have experience with CI/CD, Grafana, Bash, Prometheus, Kubernetes, Python, AWS, Terraform. You will be responsible for performance optimization and ensuring system reliability.","CI/CD, Grafana, Bash, Prometheus, Kubernetes, Python, AWS, Terraform",Lead (8-12 yrs),Bangalore,2534000.0,2023-07-15
JOB-03961,QA Engineer,"Exciting opportunity for a QA Engineer! Must be proficient in Python, Java, Manual Testing, JIRA. Key responsibilities include bug tracking and quality assurance.","Python, Java, Manual Testing, JIRA",Fresher (0-1 yrs),Sydney,421000.0,2024-12-26
JOB-03962,Cybersecurity Analyst,"We need an experienced Cybersecurity Analyst who can work with Encryption, Python, Firewalls, Linux, Penetration Testing, Incident Response, Vulnerability Assessment, Network Security. The role focuses on vulnerability assessment and incident response and delivering high-quality solutions.","Encryption, Python, Firewalls, Linux, Penetration Testing, Incident Response, Vulnerability Assessment, Network Security",Junior (1-3 yrs),Seattle,683000.0,2019-02-28
JOB-03963,Software Engineer,"Join our growing team as a Software Engineer. Required skills: JavaScript, Python, Linux, C++, Algorithms. This role involves software design and writing clean code and collaborating with cross-functional teams.","JavaScript, Python, Linux, C++, Algorithms",Fresher (0-1 yrs),Sydney,361000.0,2024-06-13
JOB-03964,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Power BI, Data Visualization, SQL, R, Google Analytics, Python, Tableau, Statistics. You will be responsible for generating reports and creating dashboards.","Power BI, Data Visualization, SQL, R, Google Analytics, Python, Tableau, Statistics",Fresher (0-1 yrs),Kochi,441000.0,2025-08-10
JOB-03965,Full Stack Developer,"Join our growing team as a Full Stack Developer. Required skills: Git, JavaScript, REST API, CSS, Docker, React. This role involves building web applications and designing RESTful APIs and collaborating with cross-functional teams.","Git, JavaScript, REST API, CSS, Docker, React",Senior (5-8 yrs),Pune,1897000.0,2021-12-06
JOB-03966,DevOps Engineer,"Join our growing team as a DevOps Engineer. Required skills: Kubernetes, CI/CD, AWS, Docker, Jenkins, Bash. This role involves infrastructure automation and container orchestration and collaborating with cross-functional teams.","Kubernetes, CI/CD, AWS, Docker, Jenkins, Bash",Junior (1-3 yrs),Delhi NCR,887000.0,2024-07-27
JOB-03967,Systems Administrator,"We are looking for a skilled Systems Administrator to join our team. The ideal candidate should have experience with DNS, Windows Server, Monitoring, VMware, Linux, Security. You will be responsible for security patching and network administration.","DNS, Windows Server, Monitoring, VMware, Linux, Security",Senior (5-8 yrs),Seattle,1499000.0,2018-04-14
